"id","region","problem1","party","days_a_week_news","left_right","membership_eu","sex","birth_year","social_class","urban","religion","wealth","newspaper"
195,"Scotland","National Political corruption  (political parties, politicians, abuse of national funds, etc., including regulations and","Labour","7",88,"Neither","Female",1939,"Working class","Suburbs of large town or city","Protestant",5,"the record"
196,"London","Young People (policies aimed at, treatment)","[DK]","1 Day",5,"Neither","Female",1972,"Middle class","Suburbs of large town or city","No, do not belong to a denomination",3,"informer"
197,"South West","National Political corruption  (political parties, politicians, abuse of national funds, etc., including regulations and","Conservatives","2",5,"Bad thing","Male",1943,"Working class","Rural area or village","No, do not belong to a denomination",3,"the devon gazette"
198,"East Midlands","Immigration","Labour","7",1,"Good thing","Male",1929,"Lower middle class","Rural area or village","No, do not belong to a denomination",5,"the times"
198,"East Midlands","Immigration","Labour","7",1,"Good thing","Male",1929,"Lower middle class","Rural area or village","No, do not belong to a denomination",5,"the observer"
199,"South East","Effects of financial crisis on domestic/ EU/ global economy. ","[NONE]","3",3,"Neither","Female",1946,"Lower middle class","Suburbs of large town or city","Church of England",2,"Don't read newspapers"
200,"South West","Immigration","Conservatives","7",10,"Bad thing","Female",1945,"Lower middle class","Small or middle-sized town","Roman Catholic",7,"sun"
200,"South West","Immigration","Conservatives","7",10,"Bad thing","Female",1945,"Lower middle class","Small or middle-sized town","Roman Catholic",7,"daily press"
201,"North West","Business (companies, banks, industry, mergers, manufacturing,)","Conservatives","7",7,"Neither","[REFUSED]",7777,"[Refused to be classified]","[REFUSED]","[REFUSED]",77,"farmers guardian"
202,"East of England","Immigration","UK Independence Party (UKIP)","4",8,"Bad thing","Female",1971,"Middle class","Suburbs of large town or city","No, do not belong to a denomination",5,"the echo"
203,"South East","Bankruptcy of business, companies, banks (specifically)","Conservatives","4",5,"Neither","Male",1989,"Lower middle class","Large town or city","No, do not belong to a denomination",5,"Don't read newspapers"
204,"Wales","Creating Jobs (specifically)","Plaid Cymru","7",88,"Neither","Male",7777,"[Refused to be classified]","Small or middle-sized town","No, do not belong to a denomination",4,"reigonal paper"
205,"Yorkshire and The Humber","Economic Conditions","[DK]","7",5,"Neither","Male",1963,"Middle class","Suburbs of large town or city","No, do not belong to a denomination",4,"the times"
205,"Yorkshire and The Humber","Economic Conditions","[DK]","7",5,"Neither","Male",1963,"Middle class","Suburbs of large town or city","No, do not belong to a denomination",4,"the local sheffield paper"
206,"London","Effects of financial crisis on domestic/ EU/ global economy. ","[NONE]","5",1,"Neither","Male",1963,"Middle class","Suburbs of large town or city","Other",5,"sun"
206,"London","Effects of financial crisis on domestic/ EU/ global economy. ","[NONE]","5",1,"Neither","Male",1963,"Middle class","Suburbs of large town or city","Other",5,"the times"
207,"Wales","Effects of financial crisis on domestic/ EU/ global economy. ","Labour","7",9,"Good thing","Male",1943,"Working class","Rural area or village","Other",3,"Don't read newspapers"
208,"South East","Unemployment","Conservatives","7",7,"Good thing","Female",1984,"Working class","Small or middle-sized town","No, do not belong to a denomination",7,"Don't read newspapers"
209,"North East","Law and Order (code this if you cannot use specific codes)","Conservatives","7",88,"Neither","Female",1970,"Middle class","Small or middle-sized town","No, do not belong to a denomination",3,"the gusette"
210,"West Midlands","Any other topic","Conservatives","7",8,"Bad thing","Female",1935,"Middle class","Suburbs of large town or city","Church of England",4,"daily mail"
211,"East Midlands","Unemployment","[NONE]","7",6,"Bad thing","Female",1969,"Working class","Suburbs of large town or city","No, do not belong to a denomination",5,"daily mail"
211,"East Midlands","Unemployment","[NONE]","7",6,"Bad thing","Female",1969,"Working class","Suburbs of large town or city","No, do not belong to a denomination",5,"mail on sunday"
212,"North West","Immigration","British National Party (BNP)","1 Day",5,"Neither","Female",1957,"Working class","Rural area or village","No, do not belong to a denomination",3,"Don't read newspapers"
213,"North West","[REFUSED]","[NAP]","7",5,"Neither","Female",1951,"Working class","Small or middle-sized town","Roman Catholic",3,"daily mail"
213,"North West","[REFUSED]","[NAP]","7",5,"Neither","Female",1951,"Working class","Small or middle-sized town","Roman Catholic",3,"the local paper"
214,"Wales","Economic Conditions","Conservatives","7",3,"Bad thing","Male",1966,"Middle class","Small or middle-sized town","No, do not belong to a denomination",5,"sun"
214,"Wales","Economic Conditions","Conservatives","7",3,"Bad thing","Male",1966,"Middle class","Small or middle-sized town","No, do not belong to a denomination",5,"daily telegraph"
215,"North West","Law and Order (code this if you cannot use specific codes)","[NONE]","4",5,"Neither","Male",1958,"[Refused to be classified]","[REFUSED]","No, do not belong to a denomination",77,"news of the world"
216,"North West","National health care policy","[DK]","7",6,"Neither","Female",1961,"Lower middle class","Rural area or village","Roman Catholic",5,"daily telegraph"
216,"North West","National health care policy","[DK]","7",6,"Neither","Female",1961,"Lower middle class","Rural area or village","Roman Catholic",5,"guardian"
217,"South East","Immigration","British National Party (BNP)","7",3,"Neither","Male",1951,"Middle class","Small or middle-sized town","No, do not belong to a denomination",7,"Don't read newspapers"
218,"Scotland","Any other topic","[DK]","5",0,"Neither","Female",1988,"Working class","Small or middle-sized town","No, do not belong to a denomination",5,"sun"
219,"North East","Unemployment","[NONE]","5",0,"Bad thing","Female",1954,"Working class","Small or middle-sized town","No, do not belong to a denomination",4,"Don't read newspapers"
220,"East Midlands","Economic Conditions","Conservatives","7",0,"Bad thing","Male",1961,"Upper middle class","Rural area or village","No, do not belong to a denomination",5,"Don't read newspapers"
221,"London","Unemployment","Conservatives","7",4,"Good thing","Male",1981,"Working class","Suburbs of large town or city","Protestant",4,"guardian"
222,"East of England","Effects of financial crisis on domestic/ EU/ global economy. ","UK Independence Party (UKIP)","7",10,"Bad thing","Male",1954,"Working class","Small or middle-sized town","No, do not belong to a denomination",88,"Don't read newspapers"
223,"South East","Unemployment","[NONE]","7",5,"Neither","Male",1977,"Lower middle class","Large town or city","Roman Catholic",3,"Don't read newspapers"
224,"South West","[DK]","[NAP]","2",5,"Neither","Female",1983,"Working class","Small or middle-sized town","No, do not belong to a denomination",5,"Don't read newspapers"
225,"London","Economic Conditions","Conservatives","7",5,"[DK]","Female",7777,"Working class","Large town or city","Roman Catholic",7,"Don't read newspapers"
226,"South East","Political Authority: Strong Government, Government Stability","Conservatives","7",6,"Bad thing","Female",1963,"Upper middle class","Rural area or village","Other",4,"daily telegraph"
227,"East Midlands","Economic Conditions","Conservatives","7",8,"Neither","Male",1926,"Working class","Small or middle-sized town","Other",5,"Don't read newspapers"
228,"London","National Political corruption  (political parties, politicians, abuse of national funds, etc., including regulations and","[DK]","7",8,"Bad thing","Female",1928,"Middle class","Suburbs of large town or city","No, do not belong to a denomination",4,"Don't read newspapers"
229,"Scotland","Economic Conditions","[NONE]","6",77,"Bad thing","Male",1943,"Working class","Rural area or village","Protestant",4,"daily record"
229,"Scotland","Economic Conditions","[NONE]","6",77,"Bad thing","Male",1943,"Working class","Rural area or village","Protestant",4,"glasgow herald"
230,"London","Political Authority: Strong Government, Government Stability","[NONE]","5",3,"Neither","Female",1958,"Middle class","Suburbs of large town or city","Church of England",4,"Don't read newspapers"
231,"Scotland","Effects of financial crisis on domestic/ EU/ global economy. ","Labour","7",5,"Neither","Female",1950,"Working class","Rural area or village","Presbyterian/Church of Scotland",5,"the regional paper - the evening express"
232,"London","Economic Conditions","Labour","3",5,"Good thing","Female",1975,"Middle class","Large town or city","Other",3,"the times"
233,"West Midlands","Economic Conditions","British National Party (BNP)","7",5,"Neither","Female",1952,"Working class","Rural area or village","Church of England",5,"Don't read newspapers"
234,"South West","Any other topic","Labour","7",1,"Neither","Female",1938,"Working class","Suburbs of large town or city","No, do not belong to a denomination",3,"the times"
235,"North West","Effects of financial crisis on domestic/ EU/ global economy. ","Conservatives","0",88,"Neither","Male",1978,"Middle class","Rural area or village","No, do not belong to a denomination",4,"sun"
236,"East Midlands","Immigration","[NONE]","7",5,"Good thing","Female",1975,"[Refused to be classified]","[REFUSED]","[REFUSED]",77,"sun"
237,"Scotland","[DK]","[NAP]","7",88,"Neither","Female",1973,"Working class","Large town or city","Roman Catholic",1,"Don't read newspapers"
238,"Scotland","Economic Conditions","Conservatives","7",5,"Good thing","Male",1944,"Working class","Large town or city","Presbyterian/Church of Scotland",7,"sun"
238,"Scotland","Economic Conditions","Conservatives","7",5,"Good thing","Male",1944,"Working class","Large town or city","Presbyterian/Church of Scotland",7,"the glasgow herold"
239,"Scotland","Effects of financial crisis on domestic/ EU/ global economy. ","Labour","6",10,"Neither","Female",1931,"Middle class","Rural area or village","Presbyterian/Church of Scotland",6,"daily record"
239,"Scotland","Effects of financial crisis on domestic/ EU/ global economy. ","Labour","6",10,"Neither","Female",1931,"Middle class","Rural area or village","Presbyterian/Church of Scotland",6,"inverness press and journal"
240,"South East","Economic Conditions","Conservatives","5",4,"Good thing","Male",1973,"Middle class","Small or middle-sized town","No, do not belong to a denomination",6,"Don't read newspapers"
241,"Wales","Unemployment","Labour","7",6,"Bad thing","Female",1940,"Working class","Small or middle-sized town","Church of England",6,"sun"
242,"North West","Economic Conditions","[NONE]","7",6,"Bad thing","Female",1970,"Working class","Large town or city","No, do not belong to a denomination",5,"sun"
242,"North West","Economic Conditions","[NONE]","7",6,"Bad thing","Female",1970,"Working class","Large town or city","No, do not belong to a denomination",5,"the mirror"
243,"South West","Immigration","British National Party (BNP)","5",10,"Bad thing","Male",1947,"Middle class","Suburbs of large town or city","No, do not belong to a denomination",4,"bristol evening post"
244,"East of England","Economic Conditions","[NONE]","7",5,"Good thing","Female",1953,"Working class","Suburbs of large town or city","Roman Catholic",5,"the times"
245,"North West","National Political corruption  (political parties, politicians, abuse of national funds, etc., including regulations and","[NONE]","7",5,"Neither","Female",1956,"Working class","Suburbs of large town or city","Church of England",5,"the mirror"
246,"West Midlands","Economic Conditions","[NONE]","7",6,"Bad thing","Female",1941,"Lower middle class","Rural area or village","No, do not belong to a denomination",3,"Don't read newspapers"
247,"West Midlands","Immigration","Conservatives","7",8,"Bad thing","Female",1948,"Lower middle class","Rural area or village","No, do not belong to a denomination",4,"daily mail"
248,"North East","Economic Conditions","[NONE]","3",88,"Bad thing","Female",1981,"Middle class","Small or middle-sized town","No, do not belong to a denomination",4,"metro"
249,"North West","Law and Order (code this if you cannot use specific codes)","Conservatives","7",5,"Neither","Male",1972,"Working class","Large town or city","Church of England",4,"daily mail"
249,"North West","Law and Order (code this if you cannot use specific codes)","Conservatives","7",5,"Neither","Male",1972,"Working class","Large town or city","Church of England",4,"liverpool echo"
249,"North West","Law and Order (code this if you cannot use specific codes)","Conservatives","7",5,"Neither","Male",1972,"Working class","Large town or city","Church of England",4,"news of the world"
250,"Scotland","National Political corruption  (political parties, politicians, abuse of national funds, etc., including regulations and","Scottish National Party","7",88,"Bad thing","Female",1944,"Working class","Suburbs of large town or city","Roman Catholic",2,"daily express"
251,"Yorkshire and The Humber","National Political corruption  (political parties, politicians, abuse of national funds, etc., including regulations and","Labour","7",5,"Bad thing","Male",1932,"Working class","Large town or city","No, do not belong to a denomination",3,"Don't read newspapers"
252,"South East","National Political corruption  (political parties, politicians, abuse of national funds, etc., including regulations and","Conservatives","7",6,"Good thing","Male",1962,"Lower middle class","Rural area or village","No, do not belong to a denomination",4,"Don't read newspapers"
253,"Wales","Law and Order (code this if you cannot use specific codes)","Conservatives","7",8,"Bad thing","Female",1943,"Working class","Small or middle-sized town","Church of England",3,"daily mail"
254,"Yorkshire and The Humber","National Political corruption  (political parties, politicians, abuse of national funds, etc., including regulations and","[DK]","7",6,"Neither","Female",1934,"Working class","Rural area or village","Church of England",6,"sun"
254,"Yorkshire and The Humber","National Political corruption  (political parties, politicians, abuse of national funds, etc., including regulations and","[DK]","7",6,"Neither","Female",1934,"Working class","Rural area or village","Church of England",6,"daily mail"
254,"Yorkshire and The Humber","National Political corruption  (political parties, politicians, abuse of national funds, etc., including regulations and","[DK]","7",6,"Neither","Female",1934,"Working class","Rural area or village","Church of England",6,"the examiner"
254,"Yorkshire and The Humber","National Political corruption  (political parties, politicians, abuse of national funds, etc., including regulations and","[DK]","7",6,"Neither","Female",1934,"Working class","Rural area or village","Church of England",6,"daily express"
254,"Yorkshire and The Humber","National Political corruption  (political parties, politicians, abuse of national funds, etc., including regulations and","[DK]","7",6,"Neither","Female",1934,"Working class","Rural area or village","Church of England",6,"the mirror"
255,"South West","Effects of financial crisis on domestic/ EU/ global economy. ","[DK]","5",88,"Neither","Female",1968,"Working class","Suburbs of large town or city","No, do not belong to a denomination",5,"Don't read newspapers"
256,"East of England","Old People (policies aimed at, treatment)","Labour","7",88,"Neither","Female",1932,"Working class","Small or middle-sized town","No, do not belong to a denomination",5,"Don't read newspapers"
257,"South East","Immigration","[DK]","7",5,"Good thing","Female",1941,"Middle class","Rural area or village","No, do not belong to a denomination",4,"Don't read newspapers"
258,"Scotland","Effects of financial crisis on domestic/ EU/ global economy. ","[DK]","7",5,"Good thing","Male",1963,"Middle class","Small or middle-sized town","No, do not belong to a denomination",6,"Don't read newspapers"
259,"London","Effects of financial crisis on domestic/ EU/ global economy. ","Labour","7",3,"Good thing","Male",1981,"Middle class","Large town or city","No, do not belong to a denomination",5,"guardian"
260,"Yorkshire and The Humber","[DK]","[NAP]","7",88,"Neither","Male",1971,"Working class","Small or middle-sized town","Church of England",4,"the local telegraph"
261,"North West","Economic Conditions","Conservatives","2",10,"Good thing","Male",1959,"Middle class","Rural area or village","Church of England",4,"daily mail"
262,"London","National Political corruption  (political parties, politicians, abuse of national funds, etc., including regulations and","[NONE]","7",5,"Bad thing","Male",1957,"Middle class","Large town or city","Hindu",4,"daily telegraph"
262,"London","National Political corruption  (political parties, politicians, abuse of national funds, etc., including regulations and","[NONE]","7",5,"Bad thing","Male",1957,"Middle class","Large town or city","Hindu",4,"the times"
262,"London","National Political corruption  (political parties, politicians, abuse of national funds, etc., including regulations and","[NONE]","7",5,"Bad thing","Male",1957,"Middle class","Large town or city","Hindu",4,"metro"
263,"North West","Economic Conditions","Labour","7",3,"Good thing","Male",1955,"Working class","Suburbs of large town or city","Roman Catholic",3,"guardian"
264,"Wales","Immigration","[NONE]","2",4,"Neither","Male",1966,"Working class","Small or middle-sized town","No, do not belong to a denomination",4,"daily express"
265,"West Midlands","Unemployment","[NONE]","7",3,"Good thing","Male",1963,"Middle class","Suburbs of large town or city","No, do not belong to a denomination",4,"daily telegraph"
265,"West Midlands","Unemployment","[NONE]","7",3,"Good thing","Male",1963,"Middle class","Suburbs of large town or city","No, do not belong to a denomination",4,"the times"
266,"West Midlands","Unemployment","Labour","7",5,"Bad thing","Male",1976,"Working class","Small or middle-sized town","Protestant",2,"news of the world"
266,"West Midlands","Unemployment","Labour","7",5,"Bad thing","Male",1976,"Working class","Small or middle-sized town","Protestant",2,"express and star"
267,"Scotland","Economic Conditions","Labour","7",5,"Neither","Male",1960,"Working class","Small or middle-sized town","No, do not belong to a denomination",3,"herald"
268,"East of England","Political Authority: Strong Government, Government Stability","Labour","7",3,"Good thing","Female",1949,"Middle class","Small or middle-sized town","No, do not belong to a denomination",4,"the times"
268,"East of England","Political Authority: Strong Government, Government Stability","Labour","7",3,"Good thing","Female",1949,"Middle class","Small or middle-sized town","No, do not belong to a denomination",4,"the independent"
268,"East of England","Political Authority: Strong Government, Government Stability","Labour","7",3,"Good thing","Female",1949,"Middle class","Small or middle-sized town","No, do not belong to a denomination",4,"sunday times"
269,"Yorkshire and The Humber","National Political corruption  (political parties, politicians, abuse of national funds, etc., including regulations and","[DK]","7",8,"Good thing","Male",1953,"Middle class","Small or middle-sized town","No, do not belong to a denomination",3,"Don't read newspapers"
270,"East of England","Immigration","[DK]","7",4,"Neither","Female",1953,"Working class","Small or middle-sized town","No, do not belong to a denomination",5,"Don't read newspapers"
271,"North East","Unemployment","Labour","7",4,"Good thing","Male",1973,"Working class","Suburbs of large town or city","No, do not belong to a denomination",4,"newcastle journal"
271,"North East","Unemployment","Labour","7",4,"Good thing","Male",1973,"Working class","Suburbs of large town or city","No, do not belong to a denomination",4,"newcastle evening chronicle"
272,"East Midlands","Single Market/Common market","[NONE]","7",5,"Bad thing","Female",1944,"Working class","Small or middle-sized town","No, do not belong to a denomination",4,"Don't read newspapers"
273,"London","Unemployment","Conservatives","5",3,"Good thing","Male",1969,"Working class","Suburbs of large town or city","No, do not belong to a denomination",5,"sun"
274,"East Midlands","Immigration","Conservatives","7",5,"Neither","Female",1929,"Working class","Suburbs of large town or city","Church of England",5,"daily mail"
275,"North East","Government intervention/control over the economy (prices , wages rents)","[NONE]","7",10,"Bad thing","Female",1934,"Working class","Small or middle-sized town","No, do not belong to a denomination",6,"daily mail"
276,"West Midlands","Economic Conditions","[DK]","7",4,"Neither","Female",1938,"Working class","Small or middle-sized town","Church of England",4,"daily mail"
277,"East of England","Economic Conditions","[NONE]","5",5,"Neither","Male",1974,"Lower middle class","Large town or city","Church of England",4,"sun"
278,"North West","Law and Order (code this if you cannot use specific codes)","Conservatives","7",5,"Good thing","Female",1931,"Working class","Suburbs of large town or city","Church of England",4,"daily mail"
278,"North West","Law and Order (code this if you cannot use specific codes)","Conservatives","7",5,"Good thing","Female",1931,"Working class","Suburbs of large town or city","Church of England",4,"local messenger"
278,"North West","Law and Order (code this if you cannot use specific codes)","Conservatives","7",5,"Good thing","Female",1931,"Working class","Suburbs of large town or city","Church of England",4,"daily express"
279,"North West","Immigration","[NONE]","3",5,"Bad thing","Female",1960,"Working class","Small or middle-sized town","Church of England",4,"daily mail"
280,"South East","Welfare State (code this if you cannot use specific codes)","[NONE]","7",10,"Neither","Female",1958,"Middle class","Small or middle-sized town","Roman Catholic",5,"Don't read newspapers"
281,"South East","National transportation policy","[NONE]","7",5,"Neither","Female",1947,"Working class","Rural area or village","Church of England",3,"daily mail"
281,"South East","National transportation policy","[NONE]","7",5,"Neither","Female",1947,"Working class","Rural area or village","Church of England",3,"daily express"
282,"Yorkshire and The Humber","Political Authority: Strong Government, Government Stability","Conservatives","7",7,"Bad thing","Male",1965,"Working class","Small or middle-sized town","No, do not belong to a denomination",4,"Don't read newspapers"
283,"North East","Political Authority: Strong Government, Government Stability","Labour","5",4,"Good thing","Male",1984,"Working class","Suburbs of large town or city","No, do not belong to a denomination",5,"guardian"
284,"South West","Unemployment","[NONE]","5",5,"Bad thing","Female",1951,"Working class","Suburbs of large town or city","Other",3,"sun"
285,"South West","Unemployment","[DK]","7",0,"Good thing","Male",1932,"Middle class","Rural area or village","No, do not belong to a denomination",5,"the times"
285,"South West","Unemployment","[DK]","7",0,"Good thing","Male",1932,"Middle class","Rural area or village","No, do not belong to a denomination",5,"the observer"
286,"North West","Unemployment","Conservatives","4",10,"Neither","Female",1955,"Working class","Small or middle-sized town","No, do not belong to a denomination",4,"the times"
286,"North West","Unemployment","Conservatives","4",10,"Neither","Female",1955,"Working class","Small or middle-sized town","No, do not belong to a denomination",4,"daily mail"
287,"London","Any other topic","Labour","7",5,"Good thing","Female",1946,"Working class","Large town or city","Roman Catholic",3,"Don't read newspapers"
288,"North West","Economic Conditions","Liberal Democrats","7",4,"Good thing","Male",1980,"Working class","Suburbs of large town or city","Roman Catholic",5,"Don't read newspapers"
289,"East Midlands","Effects of financial crisis on domestic/ EU/ global economy. ","[NONE]","7",5,"Neither","Female",1974,"Middle class","Suburbs of large town or city","No, do not belong to a denomination",4,"daily mail"
289,"East Midlands","Effects of financial crisis on domestic/ EU/ global economy. ","[NONE]","7",5,"Neither","Female",1974,"Middle class","Suburbs of large town or city","No, do not belong to a denomination",4,"local paper- the evening telegraph"
290,"London","Unemployment","Labour","1 Day",5,"Good thing","Female",1983,"Middle class","Large town or city","Other",7,"sun"
290,"London","Unemployment","Labour","1 Day",5,"Good thing","Female",1983,"Middle class","Large town or city","Other",7,"daily express"
291,"West Midlands","Economic Conditions","[DK]","1 Day",5,"Good thing","Female",1964,"Working class","Small or middle-sized town","No, do not belong to a denomination",1,"the sunday people"
292,"North West","Economic Conditions","[NONE]","7",3,"Neither","Female",1965,"Lower middle class","Large town or city","No, do not belong to a denomination",4,"daily telegraph"
292,"North West","Economic Conditions","[NONE]","7",3,"Neither","Female",1965,"Lower middle class","Large town or city","No, do not belong to a denomination",4,"guardian"
292,"North West","Economic Conditions","[NONE]","7",3,"Neither","Female",1965,"Lower middle class","Large town or city","No, do not belong to a denomination",4,"the times"
292,"North West","Economic Conditions","[NONE]","7",3,"Neither","Female",1965,"Lower middle class","Large town or city","No, do not belong to a denomination",4,"daily mail"
293,"North West","Economic Conditions","[DK]","1 Day",5,"Neither","Male",1974,"Lower middle class","Rural area or village","No, do not belong to a denomination",4,"Don't read newspapers"
294,"North East","Defence and national security of national government","Conservatives","7",5,"Bad thing","Female",1968,"Middle class","Rural area or village","No, do not belong to a denomination",4,"Don't read newspapers"
295,"Scotland","Unemployment","[DK]","7",6,"Good thing","Male",1987,"Working class","Large town or city","No, do not belong to a denomination",5,"sun"
295,"Scotland","Unemployment","[DK]","7",6,"Good thing","Male",1987,"Working class","Large town or city","No, do not belong to a denomination",5,"daily echo"
296,"North West","Unemployment","Green Party","7",5,"Bad thing","Male",1970,"Working class","Small or middle-sized town","No, do not belong to a denomination",4,"daily express"
296,"North West","Unemployment","Green Party","7",5,"Bad thing","Male",1970,"Working class","Small or middle-sized town","No, do not belong to a denomination",4,"sunday express"
297,"West Midlands","Unemployment","[NONE]","7",5,"Bad thing","Female",1951,"Middle class","Suburbs of large town or city","No, do not belong to a denomination",5,"sun"
297,"West Midlands","Unemployment","[NONE]","7",5,"Bad thing","Female",1951,"Middle class","Suburbs of large town or city","No, do not belong to a denomination",5,"daily mail"
297,"West Midlands","Unemployment","[NONE]","7",5,"Bad thing","Female",1951,"Middle class","Suburbs of large town or city","No, do not belong to a denomination",5,"birmingham mail"
298,"East Midlands","National Political corruption  (political parties, politicians, abuse of national funds, etc., including regulations and","[NONE]","3",5,"Good thing","Male",1990,"Lower middle class","Suburbs of large town or city","No, do not belong to a denomination",5,"the independent"
298,"East Midlands","National Political corruption  (political parties, politicians, abuse of national funds, etc., including regulations and","[NONE]","3",5,"Good thing","Male",1990,"Lower middle class","Suburbs of large town or city","No, do not belong to a denomination",5,"daily mail"
299,"East Midlands","[REFUSED]","[NAP]","5",5,"Good thing","Female",1990,"[DK]","Small or middle-sized town","Church of England",88,"sun"
300,"Yorkshire and The Humber","Unemployment","Labour","7",6,"Neither","Male",1965,"Working class","Suburbs of large town or city","No, do not belong to a denomination",7,"sun"
300,"Yorkshire and The Humber","Unemployment","Labour","7",6,"Neither","Male",1965,"Working class","Suburbs of large town or city","No, do not belong to a denomination",7,"the hull daily mail"
301,"South East","Protectionism (as opposed to international cooperation, methods to protect national markets, economic growth)","[NONE]","7",8,"Neither","Female",1951,"Lower middle class","Small or middle-sized town","Church of England",6,"daily mail"
302,"South East","Social Justice","[DK]","5",4,"Bad thing","Female",1967,"Lower middle class","Small or middle-sized town","Methodist",5,"daily mail"
302,"South East","Social Justice","[DK]","5",4,"Bad thing","Female",1967,"Lower middle class","Small or middle-sized town","Methodist",5,"local paper-marlow free press"
303,"North East","Immigration","[NONE]","7",8,"Neither","Female",1963,"Lower middle class","Small or middle-sized town","Roman Catholic",3,"sun"
303,"North East","Immigration","[NONE]","7",8,"Neither","Female",1963,"Lower middle class","Small or middle-sized town","Roman Catholic",3,"news of the world"
304,"South East","Any other topic","[DK]","5",5,"Neither","Male",1979,"Middle class","Small or middle-sized town","No, do not belong to a denomination",6,"sun"
305,"Scotland","Economic Conditions","Labour","7",88,"Neither","Female",1950,"Working class","Small or middle-sized town","Protestant",4,"sun"
306,"West Midlands","[DK]","[NAP]","7",10,"Good thing","Female",1966,"Working class","Large town or city","No, do not belong to a denomination",6,"sun"
307,"West Midlands","Immigration","[NONE]","5",2,"Bad thing","Male",1981,"Working class","Small or middle-sized town","No, do not belong to a denomination",5,"sun"
308,"West Midlands","Immigration","[NONE]","7",8,"Bad thing","Female",1947,"Middle class","Rural area or village","No, do not belong to a denomination",5,"Don't read newspapers"
309,"London","Unemployment","Conservatives","7",10,"Neither","Male",1967,"Middle class","Rural area or village","No, do not belong to a denomination",7,"metro"
309,"London","Unemployment","Conservatives","7",10,"Neither","Male",1967,"Middle class","Rural area or village","No, do not belong to a denomination",7,"london light"
309,"London","Unemployment","Conservatives","7",10,"Neither","Male",1967,"Middle class","Rural area or village","No, do not belong to a denomination",7,"london paper"
310,"South East","Unemployment","Labour","7",0,"Bad thing","Male",1958,"Working class","Large town or city","Church of England",4,"guardian"
311,"West Midlands","Economic Conditions","[NONE]","7",5,"Good thing","Female",1990,"Middle class","Small or middle-sized town","No, do not belong to a denomination",4,"metro"
312,"North West","Unemployment","Conservatives","4",7,"Good thing","Female",1964,"Working class","Suburbs of large town or city","No, do not belong to a denomination",3,"Don't read newspapers"
313,"East Midlands","National Political corruption  (political parties, politicians, abuse of national funds, etc., including regulations and","[DK]","4",0,"Bad thing","Female",1971,"Middle class","Small or middle-sized town","No, do not belong to a denomination",2,"daily mail"
313,"East Midlands","National Political corruption  (political parties, politicians, abuse of national funds, etc., including regulations and","[DK]","4",0,"Bad thing","Female",1971,"Middle class","Small or middle-sized town","No, do not belong to a denomination",2,"daily express"
313,"East Midlands","National Political corruption  (political parties, politicians, abuse of national funds, etc., including regulations and","[DK]","4",0,"Bad thing","Female",1971,"Middle class","Small or middle-sized town","No, do not belong to a denomination",2,"the mirror"
314,"London","Foreign policy in general, relations between states or (international) political organisations","Labour","0",9,"Good thing","Male",1965,"Middle class","Large town or city","Roman Catholic",5,"daily mail"
314,"London","Foreign policy in general, relations between states or (international) political organisations","Labour","0",9,"Good thing","Male",1965,"Middle class","Large town or city","Roman Catholic",5,"daily express"
315,"London","Economic Conditions","Conservatives","7",7,"Neither","Male",1981,"Middle class","Large town or city","No, do not belong to a denomination",4,"sun"
315,"London","Economic Conditions","Conservatives","7",7,"Neither","Male",1981,"Middle class","Large town or city","No, do not belong to a denomination",4,"the evening standard"
316,"East of England","National Political corruption  (political parties, politicians, abuse of national funds, etc., including regulations and","[NONE]","5",5,"Good thing","Male",1934,"Middle class","Small or middle-sized town","No, do not belong to a denomination",5,"daily mail"
316,"East of England","National Political corruption  (political parties, politicians, abuse of national funds, etc., including regulations and","[NONE]","5",5,"Good thing","Male",1934,"Middle class","Small or middle-sized town","No, do not belong to a denomination",5,"the evening echo"
317,"East of England","Economic Conditions","Conservatives","7",6,"Neither","Male",1959,"Middle class","Small or middle-sized town","No, do not belong to a denomination",3,"daily mail"
318,"East Midlands","Immigration","Conservatives","7",5,"Neither","Male",1963,"Working class","Small or middle-sized town","Church of England",3,"daily mail"
318,"East Midlands","Immigration","Conservatives","7",5,"Neither","Male",1963,"Working class","Small or middle-sized town","Church of England",3,"the mirror"
319,"South West","Immigration","[NONE]","7",5,"Neither","Male",1955,"Working class","Rural area or village","No, do not belong to a denomination",4,"daily mail"
320,"Yorkshire and The Humber","Unemployment","Labour","5",4,"Neither","Male",1977,"Working class","Large town or city","Church of England",3,"sun"
321,"East Midlands","Unemployment","British National Party (BNP)","7",4,"Bad thing","Female",1987,"Working class","Rural area or village","No, do not belong to a denomination",4,"Don't read newspapers"
322,"London","National Political corruption  (political parties, politicians, abuse of national funds, etc., including regulations and","[DK]","7",9,"Bad thing","Female",1950,"[Refused to be classified]","Suburbs of large town or city","No, do not belong to a denomination",4,"daily mail"
323,"East Midlands","Climate Change","Green Party","7",3,"Good thing","Male",1978,"Middle class","Small or middle-sized town","Church of England",5,"sunday times"
324,"Yorkshire and The Humber","Unemployment","[DK]","7",6,"Bad thing","Female",1948,"Working class","Small or middle-sized town","Church of England",4,"Don't read newspapers"
325,"Wales","Economic Conditions","[NONE]","7",88,"Bad thing","Male",1961,"Working class","Large town or city","No, do not belong to a denomination",1,"sun"
